4809026,4165423,386542,3767505,5589,1346,162171,346,4898852,4355762,177614,4169156,5791,1346,62117,40
2777245,2409387,298587,2107270,3289,816,76935,258,2566577,2263326,111882,2150745,3483,816,23429,40
896119,725004,142843,580473,866,252,67253,120,871485,715602,50751,664339,1043,252,57494,40
66009,35115,15702,19051,25,10,8620,12,54246,33509,13679,19502,25,10,8417,12
46713,22210,8510,13325,15,10,8805,8,40767,20194,7746,12112,15,10,7538,8
2226074,1924120,212082,1708958,2598,661,70473,224,2214471,1957721,98838,1858238,2913,661,24950,40
6233723,1167246,166650,997331,1332,381,4871712,150,1286540,1058798,69228,988878,1652,381,44361,40
1267359,1052817,138405,911028,1540,424,35480,167,1162002,982523,66264,915800,1806,424,23107,40
3060396,2645709,292265,2349751,4715,1172,63824,321,2729510,2401758,124999,2276281,4956,1172,21526,40
2948959,2612768,261751,2347506,4769,1163,59738,319,2821630,2531321,124985,2405817,5065,1163,19570,40
2965977,2650419,275125,2371737,4761,1194,44431,316,2345945,2054527,174523,1879322,5076,1194,41807,40
155456,88882,19680,68516,112,44,34549,31,103199,68817,14289,54106,129,44,16193,26
1550174,1333367,167674,1162808,3179,785,49120,246,1801621,1614528,85187,1528872,3457,785,19631,40
1674975,1430503,170074,1256298,3207,823,56187,253,1499388,1308243,96520,1211248,3467,823,17473,40
1006610,846522,139818,704437,1730,484,46096,189,891215,759336,62760,696055,1941,484,19283,40
1979112,1698431,212508,1482813,3868,1023,54726,290,1763684,1507496,121941,1384973,4184,1023,34958,40
362994,286765,49194,236231,641,205,19679,95,358898,294178,29523,264212,853,205,15709,37
1199900,1002607,151186,848807,2584,661,50612,224,1203963,1030227,121147,908503,2872,661,22278,40
337591,263523,50696,211349,605,197,18866,94,388599,325279,31208,293583,836,197,16685,39
38329,16533,6534,9668,24,10,8793,10,29325,13209,4904,7997,24,10,6806,10
433878,349702,57894,290315,858,254,26467,112,446357,374831,36833,337583,1136,254,16845,40
641546,503672,80283,421531,1322,351,47019,149,640119,534288,45512,488296,1627,351,28305,40
590186,469292,70799,396775,1263,355,43982,144,609530,524499,43960,480075,1532,355,10367,40
1167038,948816,133350,812686,2634,725,77042,226,1099259,916925,75076,841396,2990,725,48183,40
2223302,1921028,222988,1694384,5653,1387,49673,352,2037267,1775066,118893,1655706,5959,1387,20192,40
817342,692823,98674,592186,1991,517,26491,198,782845,670003,55531,614017,2205,517,18105,40
28276,11532,5670,5585,14,10,4331,8,26277,14492,9686,4525,14,10,3294,8
26092,10369,4665,5437,12,10,4529,5,19623,8175,3448,4462,12,10,3384,5
1021794,865058,118852,743813,2537,666,35818,224,980099,844705,67224,777028,2791,666,16921,40
28412,10944,4892,5781,14,10,4719,7,20102,8246,3287,4706,14,10,3240,7
774405,626782,101497,523162,1723,491,53579,184,741644,628139,53973,573658,2042,491,24901,40
1061471,898971,124984,771593,2690,667,38667,228,1011071,870683,69136,801085,2883,667,22946,40
826669,675301,100364,572803,1923,509,52694,192,758591,648368,54782,593183,2151,509,18356,40
1767563,1527825,216309,1307668,4358,1070,45587,305,1603459,1375196,117725,1256959,4501,1070,39821,40
1723581,1460706,179168,1277895,4375,1113,57225,308,1664359,1449984,113372,1336012,4622,1113,10338,40
32379,13190,5061,7843,20,10,5596,9,23007,9922,3557,6070,20,10,4116,9
157873,112335,28701,82759,234,75,20408,50,159052,117958,19832,97662,301,75,19870,35
1859482,1605685,193326,1408990,4762,1212,24581,320,1776087,1549155,110250,1438342,5045,1212,8099,40
27989,10333,4527,5483,12,10,4832,7,20037,7777,3215,4313,12,10,3590,7
28677,13106,5060,7759,21,10,3968,10,22023,10681,3918,6493,21,10,2872,10
1043396,881945,122355,757028,2497,629,29560,219,1055779,916337,148264,767591,2658,629,13588,40
