562123,428716,144779,279005,131,48,102654,37,532977,438867,131788,303629,150,48,67063,31
391326,293732,113187,175336,66,37,69978,21,336610,264962,91161,170491,84,37,49776,21
324163,234838,100365,129882,55,33,62225,22,305300,226223,86413,136175,62,33,56805,20
35186,24378,11963,11449,0,1,1785,0,29579,21220,12376,8040,0,1,1652,0
704617,610132,177919,427943,202,71,58079,46,584363,498546,143725,352557,251,71,51608,30
327902,232696,96619,133125,72,35,46930,21,259503,207223,73268,131914,82,35,31447,20
1221250,1056622,312468,738225,502,148,100765,85,1120422,1004904,168751,833601,632,148,64447,37
214042,121963,64652,55640,28,14,74828,12,142454,90166,45358,43347,28,14,38976,12
601969,487102,173152,310268,234,78,78169,53,560593,460227,107809,350697,281,78,67641,33
1064705,922687,297935,620165,474,156,80787,83,964025,853623,97078,754585,612,156,59912,38
750328,591911,154922,432924,303,104,113778,64,663754,559434,93673,464340,370,104,63992,36
136080,90181,29013,59754,36,21,20481,14,122369,86339,25482,59759,36,21,15568,14
363212,290120,127871,160018,114,53,45974,34,324140,251056,47066,202348,154,53,50515,28
713012,570322,109571,457252,358,104,98703,71,777799,636657,72874,556318,437,104,106179,37
54524,38010,28785,9008,0,1,413,0,15145,11090,3157,7808,0,1,218,0
285228,175556,50974,123669,90,40,85050,28,226770,176053,34403,140988,103,40,31670,24
566432,454466,99139,353568,288,105,71835,59,625977,525900,65096,459983,406,105,63113,35
301261,245578,59911,184548,134,47,32776,38,452009,208878,42329,165816,150,47,35243,29
206903,157575,39953,116875,76,34,23541,24,158440,123210,32138,90423,74,34,19664,20
247211,174509,51901,121711,111,38,51224,32,233986,164418,38904,124847,124,38,53284,28
290190,233044,61867,169924,170,67,27214,38,303965,257447,43336,213436,223,67,24124,30
12838,6015,3653,2222,1,1,2261,1,14534,4903,2981,1798,1,1,1552,1
12553,5934,3552,2266,1,1,1981,1,9262,4713,2862,1716,1,1,1491,1
10684,6123,4283,1720,0,1,208,0,8271,5425,2446,1144,0,1,131,0
206786,146184,46374,98916,81,40,41031,27,174883,130975,31791,98555,88,40,27252,21
146900,105016,44440,59803,52,27,24850,21,145822,102964,32131,67301,62,27,29986,20
14707,8195,3836,4236,1,1,2150,1,11529,6866,3072,3662,1,1,1584,1
221657,157683,50379,106258,85,49,36787,24,233482,170851,36613,133544,123,49,42629,21
85341,58529,21102,37005,30,14,15163,14,76420,54338,19043,34805,30,14,12939,14
243812,176159,57046,118007,78,38,45379,28,190283,139778,36636,102481,93,38,33695,25
595759,499811,142095,355855,347,130,48354,69,600690,515437,65966,448741,471,130,44383,35
140858,85646,29721,55300,47,24,39861,17,145481,92664,23818,68251,47,24,40729,17
12182,5871,3240,2504,1,1,2087,1,8877,4284,2454,1714,1,1,1535,1
11454,5288,2997,2162,1,1,1884,1,8740,4340,2492,1723,1,1,1482,1
8625,4494,2815,1543,0,1,194,0,8535,5529,4273,1115,0,1,117,0
190910,140476,40848,98697,80,36,31892,30,195099,151359,38810,111963,99,36,28617,26
14740,5717,3277,2302,1,1,4367,1,10715,4373,2473,1743,1,1,3456,1
8374,4297,2595,1561,0,1,191,0,8314,3315,2021,1136,0,1,157,0
106548,74148,26485,47058,41,20,18838,16,102453,73049,25423,47085,41,20,18237,16
1178885,1011191,180658,827904,783,220,89726,120,1163997,1036151,118598,916786,899,220,53161,40
15533,8165,3465,4540,1,1,2224,1,11075,6239,2515,3573,1,1,1550,1
279272,193393,51242,141167,129,48,60751,35,269962,208991,42677,165671,160,48,35586,28
34872,21561,8538,12834,9,7,6581,3,30737,18489,5407,12958,9,7,5645,3
210194,162000,49174,111848,94,45,25289,29,229317,182275,41090,140499,134,45,28686,26
471324,376188,87739,286761,259,81,59118,61,449076,376331,55040,320534,319,81,43748,35
122327,69718,29477,39589,27,17,23626,11,93308,61281,25262,35424,27,17,21783,11
256551,200912,49917,149806,117,52,32573,33,226256,189834,34870,154348,141,52,16945,25
342259,273850,90334,182100,170,67,38415,42,343786,281873,49567,231586,222,67,37092,31
131261,86725,27846,56345,50,21,28067,18,122601,83174,26922,55536,50,21,24173,18
65486,40694,17978,22256,16,12,13673,8,61612,41020,19222,21286,16,12,11870,8
507893,408148,95852,310697,284,96,60639,60,500115,417756,60367,356622,328,96,48178,33
642979,511564,112484,397272,381,121,72565,76,664853,576309,76904,498584,516,121,36278,38
221155,160582,50257,109243,95,44,33436,28,284704,174273,40865,132734,121,44,40220,26
317626,255515,59472,193005,174,67,33127,40,321162,277159,45495,230956,233,67,19406,28
189881,140745,44156,95580,77,41,27160,27,175683,147288,39360,107237,96,41,17930,23
444545,370545,98583,270151,238,96,48590,52,428560,382208,56822,324655,310,96,25470,35
391001,319477,90139,227570,207,81,50030,48,393324,331394,50784,279902,280,81,41548,30
417001,348252,88064,258634,240,87,42642,54,431805,373809,57722,315352,302,87,37687,35
15945,6167,3557,2472,1,1,4607,1,9585,4552,2642,1812,1,1,3535,1
50104,35914,12393,23081,13,10,8810,7,42951,30861,10599,19797,13,10,7837,7
153162,120312,32474,87112,42,17,23565,18,97800,76347,30867,44881,42,17,15678,18
372013,152189,36910,114278,87,34,32060,23,173609,137019,33954,102435,98,34,26985,21
157395,114416,36678,76892,68,34,30331,22,169274,125020,32981,91359,83,34,32272,22
238443,182226,52704,128483,129,41,43714,35,210597,166131,35623,129775,133,41,31952,26
345490,274334,69583,203280,197,77,49611,47,366720,307998,52785,254483,257,77,39828,34
232886,160562,51103,105673,103,37,60027,30,219511,152191,39855,111671,115,37,55619,25
587831,502548,111865,388703,381,130,53143,69,695864,615954,87647,527429,578,130,48530,38
365930,280238,73711,203669,195,74,63844,48,359774,303143,46843,255541,238,74,36516,31
345743,269672,62243,206238,214,61,58907,44,345239,274982,43862,230472,242,61,55905,31
170813,116075,34888,80413,68,27,35377,24,145155,106951,28069,78253,75,27,28915,22
268561,227785,64992,161624,156,57,26784,38,289283,246631,46127,199771,192,57,28379,29
32284,13762,9075,4543,0,1,223,0,5175,3378,2129,1137,0,1,170,0
6009,3971,2479,1356,0,1,173,0,6219,4911,1884,2921,0,1,111,0
24170,14763,4489,10129,4,6,6410,2,18079,12714,3613,8941,4,6,3060,2
42873,27995,8817,19016,18,6,11704,5,36570,22858,7294,15416,18,6,11448,5
267398,210897,63046,144593,124,50,43246,37,251066,197535,41165,155732,154,50,41527,29
13225,5879,3312,2424,1,1,4789,1,6874,4093,2337,1633,1,1,1480,1
6356,4031,2410,1445,0,1,202,0,6356,5084,3905,1045,0,1,103,0
10715,7061,2774,2073,1,1,1917,1,8799,6030,2390,3488,1,1,1496,1
184155,154120,54664,98566,90,39,20031,29,157796,132430,33523,98308,96,39,16997,23
340624,276345,66251,208805,211,75,43435,46,351855,304424,49295,254468,269,75,31856,33
105472,62143,23144,38387,29,16,35190,14,97595,60481,22876,37005,29,16,30467,14
208891,171095,44930,125112,115,48,24635,32,225272,184947,39941,144308,144,48,30741,29
36049,21453,6082,15181,12,7,9332,4,33205,22269,5870,16231,12,7,8485,4
460758,395601,89541,302934,311,100,44341,65,548067,485891,60574,421878,430,100,36813,38
37452,16407,7337,6350,0,1,261,0,20356,10112,5416,4587,0,1,158,0
230588,194158,48535,144475,136,63,25780,33,245465,209068,37659,170730,177,63,29591,26
18866,12350,4380,7804,5,4,4085,2,16899,10375,3430,6786,5,4,3152,2
14047,10176,7969,2076,1,1,2028,1,8327,5719,4077,1507,1,1,1493,1
507083,408434,94397,312644,317,97,87747,66,516657,447434,57827,388834,417,97,58248,39
272700,232147,63285,167494,156,76,31701,39,282465,241064,44739,195643,199,76,31152,28
477789,409145,103867,303568,310,106,57016,63,532618,453603,58229,394636,402,106,67166,36
460407,373216,81423,290314,310,96,74740,60,469385,394179,53486,339935,394,96,63697,34
65482,53178,22728,29810,26,16,7859,11,61167,51501,16441,34459,26,16,6562,11
11128,7484,3131,4203,1,1,1975,1,10106,6134,2341,3655,1,1,1565,1
389452,325607,86290,237899,250,96,51163,54,428920,366177,55137,310342,342,96,53671,36
74029,57702,19604,37684,37,15,12819,15,66636,52721,17126,35155,37,15,11263,15
166358,130523,39298,90434,91,42,29771,31,155244,123145,37344,85178,97,42,27423,23
12358,8438,5035,3266,1,1,1995,1,7976,5572,3966,1485,1,1,1335,1
240598,201998,62613,138299,139,53,31216,45,225968,193371,41098,151627,172,53,26949,32
361697,308085,76615,227609,256,86,44548,56,415355,359528,50345,308560,365,86,46174,37
328994,246019,68195,176443,184,74,68531,48,296667,246156,43063,202419,229,74,41783,32
11314,7190,3009,4054,1,1,2039,1,7986,5505,2145,3235,1,1,1420,1
468635,393675,94471,297684,328,101,64658,64,478477,406780,54187,351871,406,101,59089,36
670830,572848,111701,459129,517,152,80261,85,695429,624689,61419,562595,684,152,56507,39
207794,168889,42239,125681,115,48,30416,32,211482,174787,35616,138491,152,48,30546,31
334772,280163,88141,190570,210,73,45685,47,274964,236373,42267,193454,251,73,31583,31
137491,101951,32155,69061,76,28,30338,25,119785,90281,25091,64592,74,28,25509,20
488264,405609,88256,315694,354,120,70375,66,529425,457622,57929,398969,513,120,57592,38
611712,530599,116160,412532,496,167,60878,86,665144,607992,70743,536423,664,167,39905,39
258132,199194,58561,139437,160,59,50289,40,246674,196216,35966,159614,175,59,42243,28
139496,107215,33185,73278,85,33,26698,26,137983,100819,30480,69672,86,33,32972,23
230598,184643,57548,125774,146,64,36039,41,212778,180460,37651,142119,180,64,25768,29
200765,149581,47473,101054,115,45,44314,33,198348,151508,38358,112458,136,45,41673,27
533146,462835,115418,345476,416,126,57273,74,506163,451506,59427,391245,532,126,39516,37
11470,6032,3432,2409,1,1,3017,1,8705,3984,2272,1565,1,1,1576,1
266081,205492,58157,146121,174,58,51472,42,284680,233420,44787,187295,212,58,44770,30
281472,229160,61336,166599,209,75,41923,49,270925,230324,43750,185832,244,75,33282,31
